username,description,location,following,followers,totaltweets,retweetcount,text,target,hashtags,actual_time
I_am_SaiGanesh,"🌧️Weather Blogger & environmental enthusiast🌧

🌳Working towards to Make Earth Greener 🌍

⭐ Rain Lover, Tracking Storm, Stargazing, Plane Spotting  ✈ ✈","Chennai, Tamil Nadu",736,482,5100,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:13:45+00:00
PanchayatDham,"Headquarter of All India Panchayat Parishad at #PanchayatDham also referred to as Balvantray Mehta Panchayat Bhawan, along with @BMPRF publish @PanchayatSandes","Mayur Vihar, New Delhi",108,121,5208,9,"Flash Flood: Today #Chennai is flooded after the heavy rains. The destructions of the native drainage systems have been promoted as an advantage, as such #FlashFlood is a round the year affair in #NewIndia and we hope its makers will take a note of the fact. #ChennaiRains2021",1,['Chennai'],2022-01-04 08:43:20+00:00
TharaneeshThala,thala rasigan,,510,240,49379,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:47:59+00:00
mumbaitraffic,Friendly neighbourhood traffic bot,,630,86022,105674,3,"Chennai Rains: Waterlogging, Traffic Jam Annoys Citizens, CM Stalin Assures Quick Relief #ChennaiRains #MKStalin #Chennai #Waterlogging https://t.co/kx0pl3XK3C",0,"['ChennaiRains', 'MKStalin']",2021-12-31 16:02:39+00:00
scroll_in,"Quality journalism isn't cheap. Support https://t.co/dDlzkWD5yp. 
Here's how https://t.co/nJZ81DnHvp",,102,436194,391770,0,"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",1,['Chennai'],2022-01-03 18:30:00+00:00
SanjaiVasanthM1,Friendly,,3,0,10,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 14:31:38+00:00
LanguagesReboot,Reset #IYIL2019@ the United Nations reinforced by #Multilingualism Day on several instances @RebootGOD globally #आदिवासी UNESCO #LT4All IDL2019 #EnglishIsHindi~,"Red Earth 29, Saskatchewan",28,28,2578,15,"#Chennai rains: Heavy rainfall warning in four #TamilNadu districts
#ITVideo #chennairains #rains https://t.co/GpOgayd16x",1,"['Chennai', 'TamilNadu', 'ITVideo', 'chennairains', 'rains']",2021-12-31 09:52:54+00:00
Manoj180699,"ரசிகன் என்றால் அது தளபதி @actorvijay ஒருவருக்கு  மட்டுமே!
🔥

Neenga Vijay anna fan ah apa marakama enna Follow panitu ponga kandipa folow back panuven🔥","Namakkal, India",399,270,12256,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 17:59:20+00:00
thekorahabraham,"Journalist. Writes on governance and polity, society, public health, education and transport. RT's not always endorsements. @ACJIndia alumnus.",India,1185,9622,12961,0,"Welcome 2022: A look at the year gone by through some of our best stories

As 2021 drew to a close, Chennai appeared to be reliving the dominant highlights of the year that just passed us by – rains and COVID-19 (Omicron variant).

#Chennai #NewYear2022
https://t.co/Gt5QNpYViy",0,"['Chennai', 'NewYear2022']",2022-01-01 03:58:33+00:00
shank_cool_95,Everything happens for a reason !! #thala_fan_forever #MSD_vazhiyil #foodie #proud_90skid,Korattur,1169,60,8614,6,"On Thursday night, following heavy #rains received in #Chennai all evening, 2,000 cusecs of water was discharged from the Chembarambakkam reservoir 
#chennairains #ChennaiRains2021 
Video: Velankanni Raj. B /The Hindu https://t.co/oERlDSY74f",1,"['rains', 'Chennai']",2021-12-31 08:26:11+00:00
Dhirend83211409,,,47,47,8738,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 00:22:03+00:00
ruhulhuq,SPECIALIZED IN RESEARCHING NATURE'S SECRET IN NATURAL GEM'S & Do Not Wear Gama Radiation Treated Heated  Gem Jewellery Wearer will have SERIOUS HEALTH HAZARD,"New Delhi, India",117,206,4846,11,"Water logged streets, broken down vehicles, non stop rains, not a good scene today evening in Chennai! #chennai #chennairains https://t.co/iEKBfV2P8c",1,['chennai'],2021-12-31 09:21:16+00:00
Mohan92824524,"விவசாயி🌾

 Engineer 🧑‍🎓",,167,23,57,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 02:01:00+00:00
SheikFazil15,"🅿🆁🅾🆄🅳 🅸🅽🅳🅸🅰🅽🇮🇳

𝔼𝔼𝔼 𝔼𝕟𝕘𝕘

𝕾𝖎𝖓𝖌𝖑𝖊❤

𝓣𝓱𝓪𝓵𝓪𝓹𝓪𝓽𝓱𝔂 𝓕𝓪𝓷 😀 

Ⓓⓗⓞⓝⓘ Ⓕⓐⓝ😀

𝕍𝕚𝕣𝕒𝕥 𝕂𝕠𝕙𝕝𝕚 𝔽𝕒𝕟🔥","Tirunelveli, India",149,208,89240,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:40:27+00:00
rnrajesh23,"Engineer as profession|Politics|Kamalhassan forever ❤|அரசியல் பழகு| உறவே,உயிரே, தமிழே|Love sports & Nature ❤| you will never loose unless you quit|","Chennai, India",1059,697,11748,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:15:09+00:00
THChennai,The official twitter account of The Hindu's reporters in Chennai and across Tamil Nadu. Follow us for breaking news about the city and the State.,"Chennai, India",349,113687,46047,3,"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",1,"['Chennai', 'chennairains', 'ChennaiRains2021']",2021-12-31 10:55:35+00:00
Madhavan127,"Drama, Action , Fun , Emotion , Angry , Wild ...",Madurai 2 Chennai 2 loading...,2039,427,7376,83,"Portion of roof collapses at VR Mall in Anna Nagar due to heavy rains

#chennairains #ChennaiRains2021 #Chennai #ChennaiRain #chennaifloods https://t.co/QUqG98HMCA",1,"['chennairains', 'ChennaiRains2021', 'Chennai']",2021-12-31 16:11:31+00:00
thefirstindia,Welcome to the Official Twitter page of First India Newspaper. 📱Download Official App: https://t.co/xZ74qPVbRa,"Jaipur, India",238,7713,108889,1,"Rains continue to lash Chennai; visuals from Marina Beach 

#Chennai #ChennaiRain #ChennaiRains2021 #TamilNaduRains #TamilNadu #India #TheFirstIndia https://t.co/ilavrAZX2E",1,"['Chennai', 'ChennaiRain', 'ChennaiRains2021', 'TamilNaduRains', 'TamilNadu', 'India', 'TheFirstIndia']",2021-12-31 12:55:58+00:00
pradeep25425994,,,631,76,6442,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:37:59+00:00
PagalChhora9,"मै तेरा नीबू पानी 
     तू मेरा रसना
I love u जानू
अपना ख्याल रखना",,502,492,18209,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 08:02:58+00:00
komalgauthamTOI,"Journalist with The Times of India, Chennai Bureau. Views expressed here are personal.
Reports on civic issues, corporation, metro water, pollution, environment","Chennai ,tamilnadu",976,4609,2470,2,"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",1,"['chennai', 'rains', 'waterinundation', 'waterstagnation', 'flooding']",2021-12-31 08:52:50+00:00
kamalianism,"Admiring one and only Kamarajar, Ilayaraja, Kamal, Lara, Spb",india,1397,970,80786,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:10:01+00:00
Shyamsu49344367,Cricket enthusiast!,India,375,81,2839,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:53:10+00:00
buyazed288,,,61,1616,772418,2,"Days after several parts of #Chennai experienced over 20 cm rainfall, #TamilNadu CM M K Stalin said the Met department usually provided information on likelihood of rainfall, but they could not forecast Thursday's heavy showers.

More updates here.
https://t.co/BlmfR7IdzO",0,"['Chennai', 'TamilNadu']",2022-01-01 06:50:19+00:00
Diego21103851,,,4,1,1,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2022-01-01 08:37:51+00:00
itz_lokesh15,"தளபதி பக்தன் 🙏 உடல் மன்னனுக்கு உயிர் தளபதிக்கு💥
வாழும் வரை தளபதி விஜய் வெறியன்",தளபதி கோட்டை,626,669,17074,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:20:26+00:00
SharmaAmt1,जय श्री राम,,214,518,12856,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 12:08:06+00:00
akriyazz,"அஜித்குமார் வெறியன்😈😈
சோழனின் சொர்கபூமி-யில் பிறந்தவன்🙏 Proud To Be Muslim♻️ #Valimai @englandcricket @mipaltan Fan","Papanasam, thanjavur, india",343,48,3616,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:49:25+00:00
NathYukti,@YUKTINATH2,India,394,377,20192,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 15:52:06+00:00
Jafar74427378,,,108,30,13604,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:50:02+00:00
marithi_k,"#Maduraianz
#Karmaisboomerang
போதும் என்ற மனமே பொன் செய்யும் மருந்து
#Luv is life
#but alone is mine",India,52,3,412,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:09:34+00:00
mohammedasiff97,You will get it..just keep toiling hard with some patience 🌓,,36,345,106221,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:54:49+00:00
arunvicky0051,"Mechanical Engineer! 
@actorvijay|
@Kavin_m_0431 -#BBT3✌|
@sachin_rt | @ImRo45 | @imVkohli-🏏|
@rogerfederer -🥎| #Bala -#BBT4|#Priyanka  - #BBT5| #MI😎",புதுக்கோட்டை / தமிழ்நாடு,1686,190,13194,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 08:37:12+00:00
Roshan90289135,die hard Thalapathy fan🔥🔥⚡✨,,827,35,6952,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:05:38+00:00
JJK16341777,Humble and honest,,2792,101,26238,106,Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Location : Madras High court Metro station  #Chennai #Chennaiametro #Chennairains https://t.co/ghAMVPm0f8,0,[],2021-12-31 15:37:07+00:00
ManoJ16092001,அன்றும் இன்றும் என்றும் ஒரே தளபதி @actorvijay 🔥 ஒரே தல @msdhoni 07,"Tamil Nadu, India",129,116,77548,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:55:55+00:00
DharmarajVijay1,ignore negativity,,85,11,6408,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:42:01+00:00
abrahamantony97,"Mechanical Engineer🛠|


MotoGP lover❤|

SoloRider🏍️|


Thala Rasigan😎🔥|",Coimbatore,430,265,4010,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:53:44+00:00
Mee_Sumanth,#TDPtwitter #MemberofCTF,"Chennai, India",448,243,20895,5,"#Chennai Rains | Red alert issued in four districts in view of heavy rainfall; three people have died due to electrocution.

Waterlogging creates trouble for the people.

Shabbir with the latest inputs from the ground. https://t.co/aazRfr5qlY",1,['Chennai'],2021-12-31 14:11:23+00:00
Ramvignesh490,,Chennai,461,137,100993,7,"#Nungampakkam already got excess rains this January  with 30 mm..Avg around 25 mm..
Rains with breaks to continue to #Chennai &amp; other coastal areas in #TN for next 2 days in #Tamilnadu.Then around #Pongal.
Spot the diff between Elnino years (2015-16) and Lanina years(2021-22)",1,['Nungampakkam'],2021-12-31 11:12:36+00:00
_Itz_kaif,"deleted account @kaif_vj || @actorvijay ||
Abnormally normal! ||

Series Freak📺 || 
Isai🍷 ||  Me=sloth ••||",,293,131,3391,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:07:24+00:00
643Padmanaban,Gopinath,,3,0,36,1,"After a Long  Break Moderate to Heavy spell Lashing #Chennai City and it's Suburbs ☔ Northern Suburbs getting Good Rains Now 
Expected to continue for next 30 to 45mins ..
#chennairains #TNRains 
#nem2021 https://t.co/4ggDMVaFWN",1,['Chennai'],2022-01-01 10:45:52+00:00
mohulking,,,714,50,4299,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 15:28:23+00:00
MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,India,27,106638,143653,1,"BLAME GAME OVER CHENNAI RAINS
After CM #Stalin blamed the MET department over 'wrong rain predictions' that wreaked havoc in the #Chennai, the #IMD has hit back saying their radar was dysfunctional and their equipment needs to be upgraded. Listen in. https://t.co/Pn8Zt36GKj",0,"['Stalin', 'Chennai', 'IMD']",2021-12-31 10:09:12+00:00
VaishuSingh01,"A Big Fan Of @myogiadityanath 🙏
#Team_KRT
जय श्री राम","New Delhi, India",151,739,16897,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 12:00:17+00:00
AflalKhan4,எனறும் ஏப்போதும் ஏன் உயிர் இருக்கும் வரை தளபதி ரசிகன்,Sri Lanka,184,12,95,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:38:52+00:00
ThalaAdictt,"🔥BElieve in YOUself🔥

TN45😎","Chennai, India",189,459,113748,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:10:07+00:00
